brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Ford,2011.0,76736.0,Diesel,Dealer,Manual,Second Owner,225000.0
Maruti,2007.0,70000.0,Petrol,Individual,Manual,Second Owner,135000.0
Renault,2012.0,80000.0,Diesel,Individual,Automatic,Second Owner,750000.0
Maruti,2009.0,60000.0,LPG,Individual,Manual,Second Owner,155000.0
Volkswagen,2012.0,77000.0,Diesel,Dealer,Manual,Third Owner,335000.0
Ford,2005.0,92645.0,Diesel,Dealer,Manual,Fourth & Above Owner,114999.0
Other,2007.0,101849.0,Diesel,Dealer,Manual,Second Owner,699000.0
Mahindra,2004.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,110000.0
Hyundai,2012.0,80000.0,Petrol,Individual,Manual,First Owner,300000.0
Mahindra,2014.0,70000.0,Diesel,Individual,Manual,Second Owner,700000.0
Maruti,2017.0,120000.0,Diesel,Individual,Manual,First Owner,700000.0
Maruti,2013.0,42000.0,Petrol,Individual,Manual,Third Owner,210000.0
Maruti,2012.0,120000.0,Diesel,Individual,Manual,Third Owner,600000.0
Tata,2012.0,149534.8,Diesel,Individual,Manual,Second Owner,180000.0
Maruti,2011.0,59000.0,Petrol,Individual,Manual,Second Owner,220000.0
Chevrolet,2009.0,60000.0,Petrol,Individual,Manual,First Owner,70000.0
Hyundai,2018.0,70000.0,Diesel,Individual,Manual,Second Owner,950000.0
Ford,2014.0,20000.0,Diesel,Individual,Manual,First Owner,800000.0
Mahindra,2012.0,120000.0,Diesel,Individual,Manual,Third Owner,700000.0
Renault,2016.0,40000.0,Petrol,Individual,Manual,First Owner,265000.0
Volkswagen,2011.0,90000.0,Diesel,Individual,Manual,Third Owner,175000.0
Mahindra,2012.0,89000.0,Diesel,Individual,Manual,Second Owner,260000.0
Toyota,2013.0,80000.0,Diesel,Individual,Manual,Third Owner,950000.0
Maruti,2009.0,149534.8,Diesel,Individual,Manual,Fourth & Above Owner,250000.0
Mahindra,2015.0,50000.0,Diesel,Individual,Manual,First Owner,630000.0
Tata,2012.0,35000.0,Petrol,Individual,Manual,Third Owner,35000.0
Chevrolet,2014.0,149534.8,Diesel,Individual,Manual,Third Owner,330000.0
Maruti,2009.0,120000.0,Petrol,Individual,Manual,First Owner,150000.0
Tata,2008.0,90000.0,Diesel,Individual,Manual,First Owner,105000.0
Tata,2013.0,65000.0,Diesel,Individual,Manual,First Owner,185000.0
Other,2014.0,50000.0,Diesel,Individual,Manual,First Owner,260000.0
Maruti,2012.0,33000.0,Diesel,Individual,Manual,First Owner,450000.0
Maruti,2016.0,38000.0,Petrol,Individual,Manual,First Owner,500000.0
Maruti,2012.0,40000.0,Petrol,Individual,Manual,First Owner,260000.0
Volkswagen,2012.0,55000.0,Diesel,Individual,Manual,Second Owner,265000.0
Mahindra,2017.0,26000.0,Diesel,Individual,Manual,Second Owner,800000.0
Tata,2016.0,80000.0,Diesel,Individual,Manual,First Owner,869999.0
Maruti,2018.0,40000.0,Petrol,Individual,Manual,First Owner,690000.0
Other,2011.0,120000.0,Diesel,Individual,Manual,First Owner,825000.0
Maruti,2006.0,63230.0,Petrol,Individual,Manual,Second Owner,160000.0
Mahindra,2006.0,120000.0,Diesel,Individual,Manual,Second Owner,300000.0
Maruti,2005.0,100000.0,Petrol,Individual,Manual,Third Owner,100000.0
Hyundai,2015.0,77000.0,Diesel,Individual,Manual,Second Owner,530000.0
Maruti,2016.0,30000.0,Petrol,Individual,Manual,First Owner,360000.0
Maruti,2015.0,40000.0,Petrol,Individual,Manual,First Owner,220000.0
Maruti,2017.0,35000.0,Petrol,Individual,Manual,First Owner,178000.0
Mahindra,2018.0,5000.0,Diesel,Individual,Manual,First Owner,515000.0
Maruti,2014.0,35000.0,Petrol,Individual,Manual,First Owner,300000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,150000.0
Tata,2017.0,15000.0,Petrol,Individual,Manual,First Owner,750000.0
Toyota,2012.0,80000.0,Diesel,Individual,Manual,First Owner,950000.0
Maruti,2006.0,40000.0,Petrol,Individual,Manual,Second Owner,90000.0
Tata,2008.0,110000.0,Petrol,Individual,Manual,Third Owner,65000.0
Hyundai,2012.0,90000.0,Diesel,Individual,Manual,Second Owner,312000.0
Maruti,2018.0,25000.0,Diesel,Individual,Manual,First Owner,700000.0
Hyundai,2005.0,47000.0,Petrol,Individual,Manual,First Owner,150000.0
Renault,2013.0,60000.0,Diesel,Individual,Manual,First Owner,450000.0
Hyundai,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,229999.0
Maruti,2008.0,120000.0,Diesel,Individual,Manual,First Owner,111000.0
Maruti,2012.0,140000.0,Diesel,Individual,Manual,Second Owner,250000.0
Ford,2019.0,1001.0,Diesel,Dealer,Manual,First Owner,750000.0
Ford,2017.0,1758.0,Petrol,Dealer,Automatic,First Owner,774000.0
Ford,2018.0,1452.0,Petrol,Dealer,Automatic,First Owner,711000.0
Ford,2017.0,35122.0,Diesel,Dealer,Manual,First Owner,600000.0
Maruti,2015.0,92621.0,Diesel,Dealer,Manual,First Owner,455000.0
Other,2015.0,92198.0,Petrol,Dealer,Manual,Second Owner,225000.0
Maruti,2019.0,5000.0,Diesel,Individual,Manual,First Owner,650000.0
Chevrolet,2013.0,50000.0,Petrol,Individual,Manual,First Owner,200000.0
Hyundai,2016.0,74000.0,Diesel,Individual,Automatic,First Owner,875000.0
Skoda,2017.0,40000.0,Diesel,Individual,Automatic,First Owner,750000.0
Maruti,2019.0,22000.0,Diesel,Individual,Automatic,First Owner,725000.0
Maruti,2007.0,100000.0,Petrol,Individual,Manual,Second Owner,100000.0
Tata,2019.0,40000.0,Diesel,Individual,Manual,First Owner,1100000.0
Ford,2017.0,30000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Renault,2016.0,23000.0,Petrol,Individual,Manual,First Owner,280000.0
Tata,2009.0,30000.0,Diesel,Individual,Manual,First Owner,150000.0
Tata,2010.0,50000.0,Petrol,Individual,Manual,First Owner,200000.0
Maruti,2010.0,100000.0,Diesel,Individual,Manual,Second Owner,148000.0
Maruti,2011.0,70000.0,Petrol,Individual,Manual,Second Owner,254999.0
Maruti,2013.0,60000.0,Petrol,Individual,Manual,Second Owner,360000.0
Maruti,2006.0,90000.0,Petrol,Individual,Manual,Second Owner,95000.0
Mahindra,2007.0,149534.8,Diesel,Individual,Manual,Second Owner,185000.0
Tata,2012.0,40000.0,Diesel,Individual,Manual,First Owner,185000.0
Renault,2019.0,15000.0,Petrol,Individual,Manual,First Owner,300000.0
Hyundai,2018.0,40000.0,Petrol,Individual,Manual,First Owner,800000.0
Maruti,2001.0,50000.0,Petrol,Individual,Manual,First Owner,60000.0
Other,2010.0,50000.0,Petrol,Individual,Manual,Second Owner,80000.0
Hyundai,2018.0,8000.0,Petrol,Individual,Manual,First Owner,500000.0
Hyundai,2013.0,35000.0,Petrol,Individual,Manual,First Owner,250000.0
Tata,2010.0,80000.0,Diesel,Individual,Manual,First Owner,250000.0
Maruti,2005.0,50000.0,Petrol,Individual,Manual,Second Owner,125000.0
Maruti,2002.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,100000.0
Mahindra,2010.0,90000.0,Diesel,Individual,Manual,First Owner,480000.0
Mahindra,2018.0,30000.0,Petrol,Individual,Manual,Second Owner,320000.0
Maruti,2010.0,70000.0,Petrol,Individual,Manual,Second Owner,130000.0
Tata,2006.0,80000.0,Diesel,Individual,Manual,Second Owner,57000.0
Hyundai,2005.0,60000.0,Petrol,Individual,Manual,First Owner,75000.0
Maruti,2003.0,35000.0,Petrol,Individual,Manual,First Owner,60000.0
Maruti,2008.0,70000.0,Petrol,Individual,Manual,First Owner,125000.0
Honda,2004.0,100000.0,Petrol,Individual,Manual,Third Owner,105000.0
Maruti,2008.0,149534.8,LPG,Individual,Manual,Second Owner,125000.0
Maruti,2001.0,70000.0,Petrol,Individual,Manual,Second Owner,69000.0
Tata,2012.0,90000.0,Diesel,Individual,Manual,Second Owner,130000.0
Maruti,2019.0,40000.0,Petrol,Individual,Manual,First Owner,630000.0
Honda,2016.0,50000.0,Petrol,Individual,Manual,Second Owner,330000.0
Maruti,2014.0,15000.0,Petrol,Individual,Manual,Second Owner,340000.0
Hyundai,2006.0,120000.0,Petrol,Individual,Manual,Third Owner,60000.0
Tata,2014.0,78322.0,Diesel,Individual,Manual,First Owner,550000.0
Maruti,2014.0,110000.0,Diesel,Individual,Manual,Second Owner,480000.0
Hyundai,2013.0,80000.0,Diesel,Individual,Manual,Second Owner,315000.0
Ford,2012.0,120000.0,Diesel,Individual,Manual,First Owner,165000.0
Chevrolet,2016.0,125000.0,Petrol,Individual,Manual,First Owner,170000.0
Maruti,2018.0,8000.0,Petrol,Individual,Manual,First Owner,550000.0
Volkswagen,2018.0,13000.0,Petrol,Individual,Manual,First Owner,465000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,Third Owner,120000.0
Hyundai,2008.0,54309.0,Petrol,Individual,Manual,First Owner,220000.0
Ford,2011.0,70000.0,Diesel,Individual,Manual,Second Owner,180000.0
Chevrolet,2006.0,34600.0,Petrol,Individual,Manual,Third Owner,150000.0
Tata,2016.0,25000.0,Petrol,Individual,Manual,First Owner,520000.0
Tata,2013.0,80000.0,Diesel,Individual,Manual,Third Owner,430000.0
Mahindra,2009.0,55000.0,Diesel,Individual,Manual,Second Owner,300000.0
Hyundai,2020.0,5000.0,Diesel,Individual,Manual,First Owner,1000000.0
Honda,2017.0,30000.0,Diesel,Individual,Manual,First Owner,725000.0
Hyundai,2011.0,31000.0,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2011.0,50000.0,Petrol,Individual,Manual,First Owner,250000.0
Maruti,2018.0,38217.0,Diesel,Individual,Manual,First Owner,700000.0
Ford,2011.0,50000.0,Petrol,Individual,Manual,Third Owner,185000.0
Maruti,2011.0,120000.0,Diesel,Individual,Manual,First Owner,200000.0
Mahindra,2004.0,110000.0,Diesel,Individual,Manual,Third Owner,315000.0
Tata,2019.0,10000.0,Diesel,Individual,Manual,First Owner,1200000.0
Mahindra,2016.0,60000.0,Petrol,Individual,Manual,First Owner,370000.0
Hyundai,2011.0,50000.0,Petrol,Individual,Manual,First Owner,250000.0
Maruti,2019.0,15000.0,Petrol,Individual,Manual,First Owner,500000.0
Toyota,2008.0,35000.0,Petrol,Individual,Manual,Second Owner,400000.0
Tata,2014.0,100000.0,Diesel,Individual,Manual,First Owner,200000.0
Maruti,2016.0,40000.0,Diesel,Individual,Manual,Second Owner,284000.0
Maruti,2007.0,60000.0,Petrol,Individual,Manual,Third Owner,80000.0
Chevrolet,2014.0,77000.0,Petrol,Individual,Manual,First Owner,170000.0
Hyundai,2011.0,60000.0,Petrol,Individual,Manual,First Owner,150000.0
Tata,2010.0,77073.0,Petrol,Individual,Manual,Second Owner,110000.0
Ford,2016.0,70000.0,Diesel,Individual,Manual,First Owner,400000.0
Hyundai,2013.0,90000.0,LPG,Individual,Manual,Second Owner,275000.0
Toyota,2013.0,149534.8,Diesel,Individual,Manual,Third Owner,800000.0
Mahindra,2014.0,90000.0,Diesel,Individual,Manual,First Owner,550000.0
Maruti,2007.0,100000.0,Petrol,Individual,Manual,Second Owner,125000.0
Chevrolet,2010.0,80000.0,Petrol,Individual,Manual,Second Owner,135000.0
Mahindra,2012.0,149534.8,Diesel,Individual,Manual,First Owner,349000.0
Maruti,2014.0,80000.0,Diesel,Individual,Manual,First Owner,458000.0
Maruti,2018.0,35000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2008.0,70000.0,Petrol,Individual,Manual,First Owner,95000.0
Maruti,2018.0,50000.0,Diesel,Individual,Manual,First Owner,850000.0
Ford,2019.0,25000.0,Diesel,Individual,Manual,First Owner,750000.0
Ford,2013.0,120000.0,Diesel,Individual,Manual,First Owner,190000.0
Maruti,2009.0,70000.0,Petrol,Individual,Manual,First Owner,150000.0
Hyundai,2009.0,106000.0,Petrol,Individual,Manual,Third Owner,114999.0
Toyota,2010.0,120000.0,Petrol,Individual,Manual,Third Owner,320000.0
Maruti,2019.0,120000.0,CNG,Individual,Manual,First Owner,300000.0
Maruti,2016.0,149534.8,Petrol,Individual,Manual,First Owner,275000.0
Chevrolet,2010.0,120000.0,Petrol,Individual,Manual,Second Owner,140000.0
Tata,2020.0,10000.0,Petrol,Individual,Manual,First Owner,830000.0
Volkswagen,2013.0,50000.0,Petrol,Individual,Manual,First Owner,380000.0
Hyundai,2010.0,90000.0,Petrol,Individual,Manual,Second Owner,150000.0
Chevrolet,2008.0,70000.0,Petrol,Individual,Manual,First Owner,50000.0
Mahindra,2008.0,100000.0,Diesel,Individual,Manual,First Owner,155000.0
Skoda,2010.0,80000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2018.0,16584.0,Petrol,Dealer,Manual,First Owner,300000.0
Tata,2016.0,38000.0,Diesel,Dealer,Manual,First Owner,385000.0
Maruti,2010.0,51000.0,Petrol,Dealer,Manual,First Owner,221000.0
Tata,2016.0,38000.0,Diesel,Dealer,Manual,First Owner,381000.0
Maruti,2015.0,35000.0,Petrol,Dealer,Manual,First Owner,250999.0
Hyundai,2002.0,120000.0,Petrol,Individual,Manual,Third Owner,60000.0
Tata,2016.0,38000.0,Diesel,Dealer,Manual,First Owner,380000.0
Skoda,2008.0,144000.0,Diesel,Individual,Manual,Third Owner,180000.0
Maruti,2017.0,64000.0,Diesel,Dealer,Manual,First Owner,751000.0
Mahindra,2015.0,60000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Hyundai,2014.0,65000.0,Petrol,Dealer,Manual,First Owner,229999.0
Tata,2019.0,24000.0,Diesel,Individual,Manual,First Owner,1200000.0
Mahindra,2014.0,58000.0,Diesel,Dealer,Manual,Second Owner,782000.0
Mahindra,2014.0,58000.0,Diesel,Dealer,Manual,Second Owner,780000.0
Maruti,2016.0,68000.0,Petrol,Dealer,Manual,First Owner,245000.0
Hyundai,2011.0,81257.0,Diesel,Dealer,Manual,First Owner,321000.0
Hyundai,2017.0,44000.0,Diesel,Dealer,Manual,First Owner,509999.0
Tata,2015.0,45000.0,Petrol,Dealer,Manual,First Owner,110000.0
Volkswagen,2013.0,75000.0,Diesel,Dealer,Manual,First Owner,400000.0
Maruti,2013.0,90000.0,Petrol,Individual,Manual,First Owner,370000.0
Hyundai,2007.0,80000.0,Diesel,Individual,Manual,Second Owner,175000.0
Other,2001.0,35000.0,Petrol,Individual,Automatic,Second Owner,1000000.0
Maruti,2013.0,25000.0,Petrol,Individual,Manual,Second Owner,92800.0
Tata,2014.0,90000.0,Diesel,Individual,Manual,First Owner,291000.0
Hyundai,2013.0,110000.0,Diesel,Individual,Manual,Third Owner,335000.0
Maruti,2013.0,35000.0,Petrol,Individual,Manual,First Owner,170000.0
Maruti,2019.0,10000.0,Petrol,Individual,Manual,First Owner,295000.0
Renault,2019.0,10000.0,Petrol,Individual,Manual,First Owner,375000.0
Hyundai,2012.0,70000.0,Petrol,Individual,Manual,Second Owner,215000.0
Ford,2009.0,110000.0,Diesel,Individual,Manual,Second Owner,150000.0
Maruti,2003.0,5000.0,Petrol,Individual,Manual,Second Owner,60000.0
Tata,2012.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,280000.0
Toyota,2016.0,50000.0,Diesel,Individual,Manual,Second Owner,450000.0
Mahindra,2018.0,58000.0,Diesel,Individual,Manual,First Owner,1150000.0
Maruti,2018.0,15000.0,Diesel,Individual,Manual,First Owner,650000.0
Tata,2015.0,60000.0,Petrol,Individual,Manual,Second Owner,300000.0
Tata,2015.0,57000.0,Petrol,Individual,Manual,First Owner,73000.0
Maruti,2015.0,87000.0,Diesel,Individual,Manual,Third Owner,400000.0
Renault,2017.0,70000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2012.0,30000.0,Petrol,Individual,Automatic,Second Owner,300000.0
Maruti,2012.0,80000.0,Diesel,Individual,Manual,First Owner,450000.0
Hyundai,2009.0,100000.0,Petrol,Individual,Manual,Second Owner,200000.0
Maruti,2019.0,40000.0,Petrol,Individual,Manual,First Owner,580000.0
Hyundai,2017.0,3917.0,Petrol,Individual,Manual,First Owner,550000.0
Mahindra,2007.0,149534.8,Diesel,Individual,Manual,Second Owner,190000.0
Tata,2017.0,35000.0,Diesel,Individual,Manual,First Owner,450000.0
Chevrolet,2014.0,70000.0,Petrol,Individual,Manual,First Owner,220000.0
Maruti,2012.0,69069.0,Petrol,Dealer,Manual,First Owner,310000.0
Hyundai,2019.0,13500.0,Petrol,Individual,Manual,First Owner,650000.0
Maruti,2014.0,59059.0,Petrol,Dealer,Manual,First Owner,300000.0
Hyundai,2013.0,70000.0,Petrol,Individual,Manual,First Owner,200000.0
Honda,2012.0,39039.0,Petrol,Dealer,Manual,First Owner,285000.0
Honda,2014.0,33033.0,Petrol,Dealer,Manual,First Owner,335000.0
Hyundai,2011.0,55168.0,Petrol,Individual,Manual,Second Owner,370000.0
Hyundai,2013.0,41041.0,Petrol,Dealer,Manual,First Owner,375000.0
Hyundai,2009.0,67067.0,Petrol,Dealer,Manual,First Owner,235000.0
Hyundai,2013.0,66066.0,Petrol,Dealer,Automatic,First Owner,345000.0
Mahindra,2013.0,82082.0,Diesel,Dealer,Manual,First Owner,365000.0
Hyundai,2014.0,48000.0,Petrol,Individual,Manual,First Owner,400000.0
Hyundai,2015.0,30000.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2012.0,70070.0,Diesel,Dealer,Automatic,First Owner,465000.0
Renault,2017.0,10000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2018.0,25000.0,Petrol,Individual,Manual,First Owner,655000.0
Maruti,2016.0,30000.0,CNG,Individual,Manual,Second Owner,350000.0
Hyundai,2015.0,50000.0,Petrol,Dealer,Automatic,First Owner,500000.0
Hyundai,2015.0,63063.0,Petrol,Dealer,Automatic,First Owner,465000.0
Maruti,2008.0,70000.0,Diesel,Individual,Manual,First Owner,263000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2001.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,60000.0
Hyundai,2005.0,90000.0,Petrol,Individual,Manual,Third Owner,70000.0
Honda,2017.0,140000.0,Diesel,Individual,Manual,First Owner,650000.0
Hyundai,2014.0,80000.0,Diesel,Individual,Manual,Second Owner,370000.0
Maruti,2016.0,40000.0,Diesel,Individual,Manual,First Owner,509999.0
Maruti,2011.0,33000.0,Petrol,Individual,Manual,First Owner,280000.0
Maruti,2010.0,40000.0,Petrol,Individual,Manual,First Owner,180000.0
Ford,2017.0,6000.0,Petrol,Individual,Manual,First Owner,650000.0
Hyundai,2010.0,78000.0,Diesel,Dealer,Manual,Second Owner,200000.0
Hyundai,2011.0,72000.0,Diesel,Dealer,Manual,Third Owner,210000.0
Tata,2011.0,9528.0,Petrol,Dealer,Manual,First Owner,75000.0
Toyota,2011.0,135200.0,Diesel,Dealer,Manual,First Owner,450000.0
Hyundai,2011.0,58000.0,Petrol,Dealer,Manual,Second Owner,220000.0
Hyundai,2013.0,78000.0,Diesel,Dealer,Manual,Second Owner,325000.0
Tata,2018.0,45000.0,Petrol,Individual,Manual,First Owner,450000.0
Ford,2017.0,35000.0,Diesel,Individual,Manual,First Owner,825000.0
Hyundai,2007.0,76000.0,Petrol,Dealer,Manual,Third Owner,125000.0
Mahindra,2015.0,100000.0,Diesel,Individual,Manual,Third Owner,434999.0
Mahindra,2011.0,99000.0,Diesel,Individual,Manual,Second Owner,484999.0
Maruti,2009.0,80000.0,Diesel,Individual,Manual,Third Owner,175000.0
Honda,2006.0,120000.0,Petrol,Individual,Manual,Third Owner,220000.0
Honda,2020.0,1100.0,Petrol,Dealer,Manual,First Owner,1200000.0
Maruti,2017.0,34000.0,Petrol,Dealer,Manual,First Owner,215000.0
Mahindra,2014.0,68000.0,Diesel,Dealer,Manual,First Owner,625000.0
Ford,2018.0,15000.0,Diesel,Individual,Manual,First Owner,615000.0
Chevrolet,2012.0,58000.0,Diesel,Dealer,Manual,First Owner,130000.0
Tata,2013.0,50300.0,Diesel,Individual,Manual,First Owner,175000.0
Tata,2011.0,70000.0,Diesel,Individual,Manual,Second Owner,150000.0
Tata,2011.0,60000.0,Diesel,Individual,Manual,Third Owner,195000.0
Maruti,2020.0,90000.0,Diesel,Individual,Manual,First Owner,550000.0
Other,2018.0,40000.0,Diesel,Individual,Manual,First Owner,1200000.0
Skoda,2010.0,80000.0,Petrol,Individual,Manual,Second Owner,400000.0
Nissan,2019.0,15000.0,Diesel,Individual,Manual,First Owner,1200000.0
Maruti,2015.0,45000.0,Petrol,Individual,Manual,First Owner,217000.0
Maruti,2011.0,130000.0,Diesel,Individual,Manual,Second Owner,290000.0
Mahindra,2018.0,80000.0,Diesel,Individual,Manual,First Owner,700000.0
Maruti,2014.0,40000.0,Petrol,Individual,Manual,First Owner,175000.0
Volkswagen,2017.0,80000.0,Diesel,Individual,Manual,First Owner,575000.0
Maruti,2016.0,100000.0,Diesel,Individual,Manual,Second Owner,380000.0
Mahindra,2013.0,149534.8,Diesel,Individual,Manual,Second Owner,350000.0
Renault,2012.0,149534.8,Diesel,Individual,Manual,First Owner,450000.0
Hyundai,2005.0,110000.0,CNG,Individual,Manual,Second Owner,130000.0
Maruti,2015.0,74820.0,Diesel,Individual,Manual,First Owner,320000.0
Mahindra,2014.0,82000.0,Diesel,Individual,Manual,First Owner,550000.0
Maruti,2015.0,50000.0,Petrol,Individual,Manual,Second Owner,370000.0
Chevrolet,2010.0,70000.0,Petrol,Individual,Manual,Second Owner,114999.0
Ford,2020.0,1000.0,Petrol,Individual,Manual,First Owner,1100000.0
Hyundai,2006.0,149534.8,Diesel,Individual,Manual,First Owner,170000.0
Tata,2008.0,149534.8,Diesel,Individual,Manual,Third Owner,80000.0
Ford,2019.0,17000.0,Diesel,Individual,Manual,First Owner,950000.0
Maruti,2014.0,149534.8,Diesel,Individual,Manual,First Owner,425000.0
Hyundai,2015.0,80000.0,Diesel,Individual,Manual,First Owner,500000.0
Hyundai,2005.0,149534.8,Petrol,Individual,Manual,Third Owner,70000.0
Honda,2013.0,120000.0,Diesel,Individual,Manual,First Owner,349000.0
Hyundai,2012.0,90000.0,Petrol,Individual,Manual,Third Owner,330000.0
Hyundai,2010.0,90000.0,Petrol,Individual,Manual,Third Owner,120000.0
Hyundai,2013.0,100000.0,Diesel,Individual,Manual,Second Owner,430000.0
Maruti,2014.0,90000.0,Diesel,Individual,Manual,First Owner,390000.0
Nissan,2012.0,129000.0,Diesel,Individual,Manual,First Owner,225000.0
Mahindra,2010.0,149534.8,Diesel,Individual,Automatic,Second Owner,350000.0
Tata,2009.0,66778.0,Diesel,Individual,Manual,First Owner,100000.0
Hyundai,2014.0,50000.0,Petrol,Individual,Manual,First Owner,190000.0
Hyundai,2014.0,110000.0,Diesel,Individual,Manual,Second Owner,315000.0
Hyundai,2015.0,60000.0,Diesel,Individual,Manual,Second Owner,300000.0
Renault,2016.0,40000.0,Petrol,Individual,Manual,First Owner,280000.0
Tata,2018.0,10000.0,Petrol,Individual,Manual,First Owner,539000.0
Maruti,2017.0,50000.0,Petrol,Individual,Manual,First Owner,420000.0
Maruti,2001.0,70000.0,Petrol,Individual,Manual,Third Owner,85000.0
Other,2004.0,73000.0,Petrol,Individual,Manual,Fourth & Above Owner,142000.0
Hyundai,2014.0,76000.0,Petrol,Individual,Manual,Second Owner,180000.0
Chevrolet,2014.0,120000.0,Diesel,Individual,Manual,Second Owner,400000.0
Mahindra,2009.0,149534.8,Diesel,Individual,Automatic,Third Owner,360000.0
Hyundai,2003.0,110000.0,Petrol,Individual,Manual,Second Owner,85000.0
Honda,2016.0,63400.0,Petrol,Individual,Manual,First Owner,350000.0
Other,2015.0,25000.0,Petrol,Individual,Manual,First Owner,380000.0
Hyundai,2009.0,80000.0,Petrol,Individual,Manual,Third Owner,140000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,First Owner,200000.0
Hyundai,2011.0,149534.8,Petrol,Individual,Manual,First Owner,150000.0
Mahindra,2007.0,100000.0,Diesel,Individual,Manual,Second Owner,300000.0
Renault,2017.0,50000.0,Petrol,Individual,Manual,First Owner,280000.0
Maruti,2011.0,40000.0,Petrol,Individual,Manual,First Owner,200000.0
Chevrolet,2009.0,38500.0,Petrol,Individual,Manual,Second Owner,110000.0
Hyundai,2008.0,103921.0,Petrol,Individual,Manual,Second Owner,140000.0
Honda,2018.0,14825.0,Petrol,Dealer,Manual,First Owner,1150000.0
Honda,2016.0,43377.0,Diesel,Dealer,Manual,First Owner,910000.0
Ford,2010.0,102307.0,Diesel,Dealer,Manual,First Owner,160000.0
Maruti,2004.0,79000.0,Petrol,Individual,Manual,Second Owner,105000.0
Maruti,2004.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,70000.0
Chevrolet,2012.0,110000.0,Diesel,Individual,Manual,First Owner,160000.0
Chevrolet,2013.0,80000.0,Diesel,Individual,Manual,First Owner,225000.0
Honda,2002.0,100000.0,Petrol,Individual,Manual,First Owner,145000.0
Ford,2018.0,20000.0,Diesel,Individual,Manual,First Owner,930000.0
Hyundai,2008.0,149534.8,Diesel,Individual,Manual,Third Owner,110000.0
Renault,2017.0,40000.0,Diesel,Individual,Manual,First Owner,650000.0
Maruti,2019.0,51000.0,Petrol,Individual,Manual,First Owner,550000.0
Maruti,2008.0,120000.0,Petrol,Individual,Manual,Second Owner,85000.0
Toyota,2016.0,35000.0,Petrol,Individual,Manual,First Owner,509999.0
Maruti,2017.0,70000.0,Diesel,Individual,Manual,First Owner,650000.0
Chevrolet,2011.0,60000.0,Petrol,Individual,Manual,Second Owner,140000.0
Maruti,2011.0,70000.0,Petrol,Individual,Manual,First Owner,150000.0
Other,2018.0,10000.0,Petrol,Individual,Manual,Second Owner,450000.0
Hyundai,2006.0,149534.8,Diesel,Individual,Manual,Fourth & Above Owner,170000.0
Renault,2017.0,60000.0,Petrol,Individual,Manual,First Owner,400000.0
Tata,2016.0,30000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2012.0,8000.0,Petrol,Individual,Manual,First Owner,250000.0
Tata,2019.0,10000.0,Petrol,Individual,Manual,First Owner,500000.0
Hyundai,2002.0,100000.0,Diesel,Individual,Manual,Third Owner,85000.0
Nissan,2012.0,110000.0,Diesel,Individual,Manual,First Owner,300000.0
Mahindra,2015.0,45000.0,Diesel,Dealer,Automatic,First Owner,740000.0
Hyundai,2005.0,68500.0,Petrol,Dealer,Manual,First Owner,70000.0
Hyundai,2019.0,5007.0,Petrol,Dealer,Automatic,First Owner,484999.0
Nissan,2013.0,30000.0,Petrol,Individual,Manual,First Owner,164000.0
Honda,2008.0,70000.0,Petrol,Individual,Automatic,First Owner,140000.0
Other,2011.0,49600.0,Diesel,Dealer,Automatic,First Owner,999000.0
Maruti,2005.0,23000.0,Petrol,Individual,Manual,Second Owner,56000.0
Other,2006.0,30000.0,Diesel,Dealer,Automatic,First Owner,1050000.0
Hyundai,2010.0,38000.0,Petrol,Dealer,Manual,First Owner,190000.0
Other,2018.0,22000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Hyundai,2011.0,43100.0,Petrol,Dealer,Manual,First Owner,235000.0
Other,2017.0,10171.0,Petrol,Dealer,Manual,First Owner,350000.0
Renault,2015.0,41123.0,Diesel,Dealer,Manual,First Owner,465000.0
Toyota,2017.0,20118.0,Petrol,Dealer,Automatic,First Owner,1200000.0
Honda,2014.0,40000.0,Diesel,Dealer,Manual,First Owner,450000.0
Volkswagen,2015.0,52517.0,Diesel,Dealer,Manual,First Owner,790000.0
Mahindra,2019.0,20000.0,Diesel,Individual,Manual,First Owner,900000.0
Ford,2014.0,99117.0,Diesel,Dealer,Manual,First Owner,450000.0
